date,Cluster,Available Channels,Interference,Elevation,Population,Density,TVWS Range (km),Signal Strength (dBm),Spectrum Utilization (%),Temperature (°C),Humidity (%),Interference Level,Failure Rate (%)
2020-01-06,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,65.65317703399876,63.859766103930426,19.76534763072256,59.03033661119606,Low,2.071504833666134
2020-01-06,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,20.410221595055177,85.76585845437307,15.320884754883316,78.99448431770298,Low,3.271878772391855
2020-01-06,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,30.895790610621916,70.64824161231188,29.268155051853963,51.31383151582962,Low,3.1934243098598616
2020-01-07,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,51.25013498211018,89.8149293327908,27.367727117765707,31.98686999107643,Medium,1.0194399721749514
2020-01-07,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,60.39798501905277,55.537396273826566,23.090921185758532,87.18556774063634,Medium,4.5519574216621645
2020-01-07,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,57.481860024084355,72.73230848783702,25.05704853599113,50.8093579566236,Low,2.5526848032838294
2020-01-07,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,89.58200069928104,85.67876719659495,16.9291094582233,42.43910119818988,Medium,3.6650388840543733
2020-01-08,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,14.000807749919527,71.0600075255081,24.27623083477986,37.796699854159556,Medium,2.7931198608912315
2020-01-08,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,73.96888911609426,89.99811719151745,24.520016524935393,31.12300638258017,Medium,1.294440965993748
2020-01-08,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,33.79771897477123,91.08815891686382,27.448116509051683,34.35393629493458,Medium,1.3569405874555378
2020-01-08,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,64.56856863414397,80.53678213800896,30.6260998991404,83.19152392392101,Low,2.5613056188110623
2020-01-09,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,80.55942858328595,92.29775840770911,33.14102775377033,61.275484368699296,High,2.3562723972132953
2020-01-09,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,11.742122842744617,54.866341545092645,29.87880356722937,37.45509402302625,Low,1.694652911790668
2020-01-09,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,84.64556468108219,55.24660963217591,32.634787339167076,63.836010661912546,Low,3.5569485251868005
2020-01-09,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,79.28625658427313,89.64509537172816,19.644418676134496,32.94207222990765,High,0.8258329142512566
2020-01-10,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,96.67271246932364,97.3544405640242,23.924056089846285,56.254527850553266,Medium,2.5751153090888543
2020-01-10,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,98.27509154030302,74.47379574421069,26.33153037283561,88.91027379103156,Low,3.4408802845549187
2020-01-10,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,10.457774254828408,54.36494271956658,23.361026238569316,31.096529989221967,High,4.29820957507473
2020-01-10,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,27.840230464366776,60.59425087225632,29.625636883760812,56.47684693590032,Low,1.0809787000046005
2020-01-11,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,23.707874208168946,63.022689484409945,34.26653737316253,50.51706100474645,High,2.425444816652957
2020-01-11,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,32.43282150682268,55.19441827309344,33.96058433237906,45.91002195853005,Low,2.0646894396098805
2020-01-11,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,10.714795738422705,89.4646413813331,21.020531621801794,49.40274153137626,Low,0.5296010456785738
2020-01-11,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,43.87596148115495,92.70651882883526,20.757745843148122,54.134575874390265,Low,1.3304393708035656
2020-01-12,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,20.982887990178163,99.82641716925126,18.563509961685444,83.28128709910432,Medium,2.8161996583311097
2020-01-12,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,61.62864150050868,70.44782730100843,25.9993125866922,38.78916661248313,Low,1.7855171123219806
2020-01-12,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,43.807353284327746,86.15444253433196,24.669800892432896,85.24958428355716,Medium,0.3475113380198231
2020-01-12,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,35.825172109506646,72.54991339999299,32.76040501728278,49.68506645031629,High,0.009683923429503194
2020-01-13,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,84.13380546259305,88.18893537713024,27.138425079069084,32.321237023311,Medium,2.2400406736500202
2020-01-13,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,55.81856781513021,52.60568359809288,33.194575735690165,39.230416068921414,High,3.292611690121263
2020-01-13,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,55.71549551153157,83.43742815821957,33.60821990749112,42.15994513942104,High,4.2248855544886315
2020-01-13,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,15.665332272860748,57.771944395628104,25.919487959918303,74.58894269327809,High,0.7268012846579774
2020-01-14,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,85.20347014152156,50.18570081030064,33.88050884011166,31.768092837780216,Low,4.936560572162314
2020-01-14,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,14.780215381465302,89.49191033427823,30.78761596286081,73.31080958857461,Low,1.051321901846273
2020-01-14,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,37.23193169342576,93.5515521881045,20.339138512032157,31.67085625883446,High,2.4410954545990684
2020-01-14,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,80.99858955974136,56.79515379837492,26.572976227054,88.43013191423489,High,1.5663715236073499
2020-01-15,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,95.3696182549744,63.669960578899186,31.05624500592238,49.111249517076345,Low,4.717849508643028
2020-01-15,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,55.94112876282817,73.14069744654886,31.787215446695352,63.31159573271969,Low,3.4877749047782904
2020-01-15,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,54.53049519899114,60.60883813089691,15.622233121966199,81.98570160302017,Medium,1.7905050860016365
2020-01-15,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,87.77025151030475,58.124560708020255,17.16080073969013,58.41517323448028,Low,4.377413524679562
2020-01-16,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,17.49509804771026,79.12039669860609,33.31072319073988,38.74254600709024,Medium,1.059874167437294
2020-01-16,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,62.00822543103016,94.08838819236843,27.78008888945392,61.306211646276736,High,4.194050059191362
2020-01-16,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,89.899531220147,68.26792974601884,23.43879358283143,33.25356296389773,Medium,4.4783430597676555
2020-01-16,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,27.58602231649582,75.1176720381015,21.769451470624716,67.17197507866032,High,0.4078915143526429
2020-01-17,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,53.270242987274166,52.825913612000505,31.521123878483447,37.00459643482069,Medium,4.546394443702085
2020-01-17,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,38.97173559403865,73.02186392631506,31.25855504233302,62.89728309051431,Low,3.9519860040056707
2020-01-17,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,64.47588078087739,75.32329430030569,27.573306630010578,68.78892336563791,Low,4.3134858138547445
2020-01-17,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,98.89189797229098,91.31511422691595,20.046754659059996,83.03405116489392,High,2.752965872629569
2020-01-18,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,33.98462969267664,63.10947634097697,18.551682582637362,46.17204101990673,High,3.6607465083006816
2020-01-18,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,92.1439289591147,98.35362114690179,29.23362104522044,81.5148944203215,Medium,2.735750291878705
2020-01-18,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,59.075507941117564,74.98382516219286,20.205332438112503,44.855029738792936,Low,2.120862489141936
2020-01-18,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,81.09059481336547,90.84719641858342,18.283575553589916,75.7182423259239,High,0.10822412829903261
2020-01-19,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,93.48763319476176,59.03242197674437,34.74452890530662,40.990550567078586,Low,0.33627904225201677
2020-01-19,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,73.6380698447399,64.50340502281111,22.715380494955742,44.006803122839656,High,1.3210044457019572
2020-01-19,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,22.437397240980893,82.61302583934526,21.448546595498975,58.24133606137162,Medium,1.9003247922917288
2020-01-19,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,62.43499376302523,83.47986387555707,26.217840969478026,46.37090087943405,High,3.8255058208447412
2020-01-20,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,49.18763115372552,79.49926901019175,30.24776648633319,70.29451142610051,Low,2.543657304770416
2020-01-20,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,35.06585562585383,64.14726966256343,18.028870454490864,43.61545805939923,Low,0.7733080240750906
2020-01-20,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,81.48851720807892,94.36485665659404,22.08280355234887,46.18682168766503,Low,0.7655281838518252
2020-01-20,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,42.66165225502851,83.60807088516059,28.66385807712265,43.6314146997509,High,4.4670803070255065
2020-01-21,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,85.02406641531668,67.05943701424425,15.597580626884007,64.3168736766082,Medium,1.6386392047442992
2020-01-21,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,73.19139793863647,71.84672959526632,24.765969100346624,41.672079322757654,Low,2.922571146561778
2020-01-21,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,24.619894601996663,97.63201852738621,22.182423483252688,76.83607127731005,Medium,0.6724766909344028
2020-01-21,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,11.500576096139618,56.77781027958686,19.22653895310181,65.19319720302136,High,2.0293728738872674
2020-01-22,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,11.529831809971608,93.57080833684921,33.16158573091849,58.57852117213615,Low,3.8570696752845706
2020-01-22,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,16.866904140999743,81.16416679783373,17.067262122873327,30.26449682159157,Low,1.9818212359129346
2020-01-22,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,22.850153096552706,90.65944841931513,30.479826303190336,65.89703630444421,High,2.34904563992326
2020-01-22,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,68.9833720994178,64.32851453659507,28.185947829456545,65.11889775644667,Medium,4.4025761862661605
2020-01-23,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,18.180561440896106,84.51402327896731,26.85542746288848,87.47750522550446,Medium,3.014337015136692
2020-01-23,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,32.915406572667635,85.90766408429482,16.967824938075324,86.71440103154956,High,3.142346071017985
2020-01-23,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,75.57019720670752,84.81813426693637,16.549574227922392,80.2378528877484,Low,1.2690182547106095
2020-01-23,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,60.43624192807668,65.61489382616953,28.914106618236165,63.61695137299048,Medium,2.727386101664747
2020-01-24,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,48.292267084449605,81.19340565221583,28.173850474772912,43.01088056825219,Low,4.459637402361458
2020-01-24,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,51.05023369963577,78.1584244028485,15.72436290746011,48.261462709664016,High,0.4204946391209957
2020-01-24,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,60.70467949608532,56.191446551888255,34.910781101203014,60.742028098719636,Medium,0.6544017301194965
2020-01-24,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,73.11638914522305,53.209997097498274,30.30008988171966,79.21284241066007,Medium,1.3375619474391165
2020-01-25,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,32.30506964863514,79.8407644670918,30.329927073861313,77.84791151393853,High,2.9023286765369933
2020-01-25,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,44.096863766843626,72.9609204429422,17.591045441505347,61.02446058578826,Medium,0.8547655263282855
2020-01-25,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,77.74312780418856,67.44344531333559,32.295454302330214,35.14043580543829,Low,3.5746538733133035
2020-01-25,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,96.22570722590095,60.43652865835127,23.73493098658316,73.4105984882176,Medium,4.026035628496445
2020-01-26,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,51.33307088544248,73.2178332045762,30.536770279384548,60.58323172286222,High,3.0394252231008183
2020-01-26,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,77.85971843390912,74.3103280354203,32.909804485354925,68.65452474745841,Medium,2.6915711248565195
2020-01-26,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,67.08783341358966,66.7577774575213,31.17239697436083,60.566438388533754,High,1.361610683166825
2020-01-26,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,15.195403342272872,88.10390996287634,23.528902367259484,53.43907878000812,Medium,3.7539996323486267
2020-01-27,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,34.865247439346206,69.60969766409544,19.928967246467515,57.79828485377176,High,4.040366136372821
2020-01-27,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,27.858719291776506,67.56824793073586,19.707735558691795,63.952795949715146,Medium,2.6949679207746
2020-01-27,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,58.543831754114294,87.85422906651945,18.010415564314442,63.124965938741276,Low,2.9869818539442896
2020-01-27,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,50.11446176186077,85.70117162397321,27.225175321128273,32.47240566775548,High,1.8148852082749973
2020-01-28,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,80.7712164557145,92.78183411890606,23.268293198399356,86.91855329408304,High,1.5844555594336907
2020-01-28,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,37.10307407734686,89.84583275609879,26.416600803541137,47.79158093100958,Low,3.6595174536239887
2020-01-28,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,73.79654441094911,60.98486850014338,19.000433915227752,59.649426160049416,Low,3.1696982017428765
2020-01-28,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,60.38540370365065,84.25719662844979,21.961545590687187,31.42934828723056,Medium,1.7157045796314692
2020-01-29,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,39.12071847898236,60.56952780407221,26.716266364820818,43.29127587704554,Medium,4.436949791919358
2020-01-29,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,54.10665239242706,92.02093837873396,30.164705269006056,69.93095942362581,Medium,3.176091661601816
2020-01-29,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,27.752194262880572,86.53563701347544,21.038088741042866,58.661444769298164,Low,2.482099447338303
2020-01-29,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,59.90988303080701,63.82759771206561,19.335567115471605,78.0321827011374,Low,4.41873411229083
2020-01-30,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,29.696455917532404,64.10539688147738,26.18229073996011,73.06355293942639,Low,4.849480964814763
2020-01-30,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,64.65997310863008,99.09191375520655,31.51094187641775,54.242390962364965,High,1.8997217576355647
2020-01-30,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,27.499496274177126,86.26387000666962,17.03680944006954,83.05868236237667,Low,0.9908023747090273
2020-01-30,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,11.7952474512853,54.37710410937915,19.624347150094973,58.83767333507117,High,1.5177374796458345
2020-01-31,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,51.38799262677703,63.901643725844416,23.87201488580228,82.06599570979874,Low,1.9911669452179461
2020-01-31,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,61.348413691046,88.06157879984158,28.781179154246423,82.09124450004877,Medium,1.2777967231514686
2020-01-31,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,17.222562655622795,67.25035878738264,30.179683778972,54.68056456827914,Medium,1.4874780397128222
2020-01-31,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,93.73998099215677,68.58259713344712,18.16478874655739,32.848814748571066,Low,3.6440467075374343
2020-02-01,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,67.55865824184619,83.43270916428868,33.55127858040384,53.576794520709115,High,4.2531930574828145
2020-02-01,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,38.32150776507005,56.09263108065314,17.213039735635224,34.62446450547394,High,1.0075890935135885
2020-02-01,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,11.4703523750725,71.61244636092985,26.050570081380407,49.1647772966579,Medium,2.310147858490129
2020-02-01,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,49.96719474815247,96.00377693484981,34.010050275655004,52.22173768481075,High,4.797813785392083
2020-02-02,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,22.372103478689603,66.63785613701143,22.034120238470393,56.353628421428624,Low,2.9046125184822404
2020-02-02,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,14.950826553341395,68.65905233840506,15.617823450182819,50.66607152334027,Low,3.5016520612052635
2020-02-02,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,56.977193812835445,88.00540790585232,31.20856123829388,54.090605006054766,Medium,0.7048241735526224
2020-02-02,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,65.33080439947432,53.4368439861767,30.430683441250928,44.52829850938912,Low,3.973976355858111
2020-02-03,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,53.58201600309377,94.46788535033266,32.85356881138901,56.4642041131296,Medium,1.1378037126737497
2020-02-03,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,52.79721033289645,56.30747733638416,19.871528781364987,41.854355898341176,High,2.4247774165798286
2020-02-03,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,10.586834008451092,68.20743575187626,15.226602189938381,61.355126717586984,High,4.91542826760774
2020-02-03,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,49.431114780023755,63.75236244726265,16.67721424177915,71.40027768538629,High,2.0399362379716095
2020-02-04,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,98.40818293286493,77.54171669345308,21.078214585047284,64.28170053925365,Low,4.28698040113403
2020-02-04,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,68.87828244073245,77.73734493213806,26.83998178652994,57.13715838601141,Low,0.1900654766767057
2020-02-04,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,31.95199746909514,91.03811698700886,30.568193119248775,66.64283855620454,High,1.766739774243478
2020-02-04,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,78.51338545811792,55.11628991727582,17.49595891646981,52.4728827360553,Medium,4.541122940008982
2020-02-05,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,13.103386517310883,54.90215215553918,20.82493931849924,56.26097738174842,Low,3.583234171853084
2020-02-05,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,44.14863442425126,67.86758114316727,27.451225163723777,48.491834128385946,Low,1.6474749955276793
