date,Cluster,Available Channels,Interference,Elevation,Population,Density,TVWS Range (km),Signal Strength (dBm),Spectrum Utilization (%),Temperature (°C),Humidity (%),Interference Level,Failure Rate (%)
2023-01-10,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,52.02882215845836,75.05854866690346,18.443804464807016,44.460155565245344,High,0.39843734676385195
2023-01-10,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,18.260673326057955,89.4622253919964,33.41493902546558,74.95573808485531,High,0.5833869492436494
2023-01-11,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,66.05622119998692,52.53051739865171,33.93958006824461,40.14662879418878,Medium,0.990035204145971
2023-01-11,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,40.2026360585855,99.55057921179952,32.326921865892004,38.20323384167278,Low,3.3501646181151425
2023-01-11,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,91.76340404321212,69.11138093067358,32.0666446036645,42.38601155820398,Low,0.9547551649033027
2023-01-11,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,71.28765583271523,75.89978189117383,25.51626622896769,82.72754828704589,High,1.5303794603477427
2023-01-12,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,78.30723154187962,70.3104611804088,30.97930792518496,33.9238548547078,High,4.573190285758944
2023-01-12,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,55.35367067204488,71.43182218496659,30.22640476484226,42.99994225442312,High,3.0960135509758353
2023-01-12,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,22.143151846921263,76.39357128384448,17.170800800625138,52.3992781626033,Medium,4.681886118273135
2023-01-12,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,10.176126593255713,96.27654895756169,34.531999023930666,59.67743017324833,High,2.90418855485035
2023-01-13,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,25.17997727532233,79.77724712022551,33.73531555691573,78.54154874819841,Medium,4.246163201889283
2023-01-13,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,54.60668842538081,57.487723596639604,24.526882704861137,34.25989708320372,High,2.5111392572989897
2023-01-13,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,30.013782566727095,84.10261144059993,27.79634641357947,64.07405734967952,Medium,4.796344986012166
2023-01-13,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,21.04686968229499,64.76228441875686,30.658097922238483,82.43223960575757,Low,3.8357697668965254
2023-01-14,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,50.543600227818075,93.11668360601242,34.2289296233445,41.40737619026813,High,0.36024189047912936
2023-01-14,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,51.11617206636985,70.4305502364784,18.15158989475949,76.14619947133659,Low,3.9470595249846383
2023-01-14,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,99.66985661648391,66.64269142513506,23.853468143612844,84.42613749094707,High,3.4306567082004435
2023-01-14,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,46.65415848516414,66.79809256598928,17.483433680637354,71.90845399109625,Low,3.1456014246096515
2023-01-15,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,86.09663937819143,75.72687763429742,18.168782057433116,72.02724794641342,High,4.127589662096917
2023-01-15,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,70.80534418633538,52.37021050813987,22.35011086391963,72.26072359445895,Low,2.1706929041702696
2023-01-15,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,58.91811370927444,63.22235839605459,25.906499279666377,67.91037782828792,Medium,1.0913759859022916
2023-01-15,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,81.94284170072373,71.70292035466844,17.61527946544415,56.88961480592269,High,2.5364660247331257
2023-01-16,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,63.068264482817774,50.976634876120855,22.831441869948772,58.172596882757844,Low,0.5454861768021052
2023-01-16,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,30.925791881566205,85.35430081697032,33.89533379167397,68.69286378888322,Medium,3.1718738428910402
2023-01-16,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,59.53754903896079,64.25172852758672,34.004863908908675,59.58693601922933,High,2.114271304558659
2023-01-16,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,76.31320422722712,72.28244065355382,23.926391649466048,38.33988139353406,High,1.6632987137565187
2023-01-17,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,47.60625579102952,67.46673891824632,25.862653006618064,73.64139690057178,Medium,1.158148429437511
2023-01-17,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,49.34773905355228,61.30983743817071,24.21789612754221,51.73755396517869,Medium,1.70194006110199
2023-01-17,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,83.49897903047143,83.47311050383802,27.39585358759272,57.90752048588452,Low,3.256970949716287
2023-01-17,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,93.52071713751536,56.34187695599988,19.257230850834986,86.45441458623242,Low,0.5088676249177448
2023-01-18,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,23.304876651365287,72.45828567209936,20.287613169551825,77.31588065948102,Low,4.426043927655601
2023-01-18,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,69.3993929692644,75.79842689585665,34.51868763503288,87.2440493223233,High,1.118511502608603
2023-01-18,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,45.234639508623154,85.16822449196087,33.08177325458085,33.64541921924545,High,4.877458513333889
2023-01-18,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,58.07308753350708,79.50075946189992,31.148645920762846,56.855423962691226,Medium,4.397835304730361
2023-01-19,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,29.36006441074623,99.08266084831835,21.882317270426157,66.61073857269554,Low,3.7085979633620507
2023-01-19,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,69.22877613431402,88.11689812700266,34.24621311010209,34.940729688271084,High,0.3695693334354522
2023-01-19,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,62.2702102676841,71.02183011456897,16.475971468340177,41.96678831362187,Medium,2.4449882854230665
2023-01-19,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,66.26974276792203,99.4807907978147,32.35910354548505,87.81416278737262,Medium,1.1114159037650224
2023-01-20,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,65.42105881517726,74.07331785832147,34.10898986447623,47.100353015004416,Medium,2.5458410434478504
2023-01-20,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,23.068737218603363,67.89235519869759,15.764830450058373,53.9580162876039,Medium,2.5598265972820395
2023-01-20,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,47.46384215492694,50.23952532580378,28.724647659376494,89.07149667734367,High,1.16427600864006
2023-01-20,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,57.078048089546236,56.91584208545517,32.39838026343766,89.22481433380077,Low,4.213616604943702
2023-01-21,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,48.08498965942737,73.3049034070056,33.31281334130327,82.33529656998007,Medium,2.722090354920041
2023-01-21,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,23.583484389134718,61.901073933581195,18.070023912354962,34.4135280366785,Low,2.5977655552623187
2023-01-21,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,55.26188010511199,80.88255249684681,28.758514627564672,61.04962642462122,High,0.14526664382176813
2023-01-21,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,35.92186389059775,86.19824873452345,25.45743406998095,71.7351613204277,Low,0.7464284207752081
2023-01-22,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,95.23420399089389,73.5841568619733,31.523873834605453,62.769820877665275,High,0.19052967277877142
2023-01-22,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,30.034894244743196,74.59152750847551,22.91152025392301,71.95894254206439,Low,4.840616001824635
2023-01-22,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,17.467105659142742,83.52234491700857,25.60354549757081,38.0875792502894,High,0.343409492241033
2023-01-22,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,56.76425422014532,66.48873106904344,25.819054562502647,35.798832021299674,High,2.636603659652466
2023-01-23,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,95.87762411712576,55.35251880046578,29.869446567957574,73.88750063760904,Low,3.8234886010519444
2023-01-23,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,70.9659859622738,95.69055678433118,25.267936840970435,58.89982925958196,Low,4.335456724237287
2023-01-23,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,36.668198155376665,51.71612395783198,26.98176223692661,80.061836614094,Medium,3.0448093343925287
2023-01-23,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,60.3053503028758,64.473365993653,23.174630054513358,55.66724633850279,Medium,1.9273857381405217
2023-01-24,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,10.82493269765656,67.45062207085147,20.89297712494324,49.19443697042847,High,1.3956951481734654
2023-01-24,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,50.589687063744094,85.02003752404298,32.987747734220704,88.24437877298922,Low,0.7576937587933115
2023-01-24,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,78.87218477331345,81.15424511416052,31.454001466869133,69.75740492910204,Low,3.3213349411775366
2023-01-24,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,83.05125884457291,63.742634822512066,18.46492160823526,76.08094929291241,High,0.4978784375531492
2023-01-25,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,98.15429121389317,51.11513340333851,34.58175811933282,44.8976320387332,Medium,1.2872573259965936
2023-01-25,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,26.353392895324593,53.34413258961678,19.89846199589267,58.399162445236506,Low,2.8317301966447497
2023-01-25,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,46.30748035925567,51.60850914775899,26.808623518506497,40.99544390684976,Medium,0.8988066919724536
2023-01-25,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,33.11892903998587,78.32393547887803,18.62510411597114,61.76408765493858,Medium,1.9715871716037863
2023-01-26,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,60.71278111119316,94.10234475447665,22.985633540512467,69.51724567490581,Medium,3.3313587356963534
2023-01-26,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,82.86137832093046,96.1240042168614,32.164482751318445,46.36289507765325,Low,3.474639314510058
2023-01-26,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,89.87386615578508,76.53265898738071,23.53398491810548,49.37335412005891,High,4.065393911899695
2023-01-26,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,34.52532337512089,63.66209702893721,25.09554361145298,39.02141264524033,High,3.4960487756447356
2023-01-27,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,72.89253750592778,78.20337612605964,33.277493663389436,64.47500137298559,Medium,3.362398227717789
2023-01-27,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,31.344953494536117,65.05335212853518,29.74801811325122,32.84630905550946,High,3.4249391388448673
2023-01-27,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,50.029494711673486,88.74651859290135,32.28563631613822,69.79046085905637,High,0.2577318431547726
2023-01-27,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,86.92142605539615,92.517297654003,22.571947907082404,58.48802714613639,Medium,1.1577352075300307
2023-01-28,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,74.97026471381254,69.1005418208247,21.800595196258094,41.25546485944727,Low,2.743080100030374
2023-01-28,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,10.808557892016772,82.14390604332772,21.095850530333678,48.49465248171185,Medium,2.409516815032079
2023-01-28,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,21.416579674553557,98.90109368858893,34.07362223284027,39.2983094220139,Low,4.268619803158604
2023-01-28,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,78.68090436598133,75.72199450128664,29.217886288823713,89.57030300421852,High,4.148045295098197
2023-01-29,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,79.64855679390233,93.32085485885074,22.95984838529512,55.83350110168543,High,4.039947994697757
2023-01-29,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,82.95531110726853,77.5717674389085,17.39452083732243,31.60304484330432,High,4.816841392534327
2023-01-29,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,51.716718126174314,63.2945446446477,28.763666083023026,71.35893975130307,Medium,4.129579360640382
2023-01-29,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,14.639970890773553,79.90746971639034,28.639237930134428,42.661299322566336,Low,2.8251039198220496
2023-01-30,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,90.9284337532889,80.10315910363049,15.25252515802423,56.56675151707909,High,3.8194673052810413
2023-01-30,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,39.15759846996766,99.85959500919364,30.392397546414536,84.19273266025404,Medium,2.768738573308287
2023-01-30,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,35.79904446811325,79.66559161458515,22.292413931897052,31.508539942456927,Medium,3.9938143876903567
2023-01-30,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,65.03010425794679,91.92697891553962,32.691267634365715,56.19247698598422,High,2.70575606539831
2023-01-31,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,51.4288642128671,59.47819625457922,30.0629610256018,43.64426605596522,High,0.19245247409401478
2023-01-31,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,40.476937188441056,86.08010846326938,17.51979161324579,86.11749550568395,Low,1.7407800175177135
2023-01-31,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,60.46310622064235,62.66480968499199,28.309554429934742,88.65935038111547,Medium,1.5589132158133034
2023-01-31,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,89.43893044669781,52.93854305689805,30.346854442305663,45.33018619837416,High,1.4732533825260925
2023-02-01,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,53.38361057742268,97.90790740123042,18.65031923833888,37.24456121074744,Low,0.362229172448556
2023-02-01,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,14.90296609649954,54.835190994933015,33.14611158887956,79.69408587853412,Low,1.04079844786447
2023-02-01,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,94.05754938929336,98.95211592489953,15.57100555536934,89.02842142083293,High,2.7538837990787894
2023-02-01,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,40.36711116841528,62.48335866007143,25.861654410948194,56.04778295893557,Medium,4.109423687613599
2023-02-02,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,22.07754015141273,61.41176362653083,32.21265368206331,53.91754839618926,High,2.1665937171305862
2023-02-02,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,12.713900281199138,97.34872428675779,18.38681040530846,39.0845509871955,Medium,0.8568044810244396
2023-02-02,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,15.983205335846712,92.94470283356682,15.76437948765845,84.43986045096901,Medium,4.616614288336407
2023-02-02,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,64.43824212060694,84.18325453241222,23.887569583981637,45.88032050949959,Medium,1.2202820073480982
2023-02-03,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,34.64400771622995,61.995625018156595,23.415027292280506,67.70723252551082,High,0.9074907460900273
2023-02-03,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,48.117812912212926,96.96196594448061,21.94778272411476,50.408292415383656,Medium,3.546952736843257
2023-02-03,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,38.837505827711034,53.892965622984015,32.58358934696273,49.24050955950592,Medium,2.313123300941666
2023-02-03,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,66.78331182256878,78.92642188526062,20.49435546075489,34.76312685094208,High,3.034866587278101
2023-02-04,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,92.22312968552363,73.71631445669227,33.00055923603405,36.148462074876875,Low,4.157888709236454
2023-02-04,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,75.97719209177318,70.3530123611564,20.69994491585412,46.9808722711729,Low,3.797650205425808
2023-02-04,Lesotho_tvws_2,"[45, 58, 30, 66, 41]",Low,1914.0,39085,26.83,30,20.237001765922138,91.79245257481614,17.730654867996346,77.44299147323338,Low,3.6401496071364163
2023-02-04,Lesotho_tvws_3,"[45, 58, 50, 22, 66, 30]",Low,1021.0,39085,26.83,30,37.11731353333299,64.88434952434999,16.141140947897465,78.57257652396173,Medium,4.4428242287129525
2023-02-05,Lesotho_tvws_0,"[41, 25, 30, 66, 58]",Low,881.0,39085,26.83,30,11.438682797788287,54.83529947664252,31.93294340139047,49.393179940304435,High,2.8435126439256218
2023-02-05,Lesotho_tvws_1,"[54, 25, 41, 30, 66]",Low,264.0,39085,26.83,30,53.23953618030867,93.36748091222438,20.422026301043072,38.6640344902641,Medium,3.7711282691774652
